name,source_file,record_id,SMILES,poly_diff_5ns_value,Degree of polymerization,salt_molality_mol_per_kg_polymer,target_total_atoms,repeat_unit_mw_g_mol,repeat_unit_atom_count,short length,chain_mw_g_mol,chain_atom_count,litfsi_mw_g_mol,litfsi_atom_count,litfsi_per_chain_ideal,litfsi_per_chain_nearest_int,Num_chains,Num_LiTFSI,system_total_atom_count,system_actual_litfsi_per_chain,system_actual_molality_mol_per_kg_polymer,left_cap,right_cap
poly_775,cv_9.csv,9-0-413618350-0,CCC(CNCCCOCCOC(=O)*)O*,4.2198044103026066e-08,150,1.5,100000,217.265,34,4,32589.75,5100,287.088,16,48.884625,49,18,880,105880,48.888889,1.500131,*C,*C
poly_776,cv_9.csv,9-0-413598056-0,CCOCCCN(CCO*)CCOC(=O)*,4.8298993586334095e-08,150,1.5,100000,217.265,34,4,32589.75,5100,287.088,16,48.884625,49,18,880,105880,48.888889,1.500131,*C,*C
poly_777,cv_9.csv,9-0-1119512025-0,COC(=O)C(C)(C)NCC(CO*)OC(=O)*,2.0046270691441693e-08,150,1.5,100000,217.221,30,4,32583.15,4500,287.088,16,48.874725,49,19,929,100364,48.894737,1.500614,*C,*C
poly_778,cv_9.csv,9-0-1132280325-0,CCOC(CC(CO*)COC(=O)*)OCC,2.0098518598819185e-08,150,1.5,100000,218.249,33,4,32737.35,4950,287.088,16,49.106025,49,18,884,103244,49.111111,1.500155,*C,*C
poly_779,cv_9.csv,9-0-1119510444-0,CC(CN*)NC(=O)CCNC(=O)*,6.0830364623503515e-09,150,1.5,100000,171.2,25,4,25680,3750,287.088,16,38.52,39,23,886,100426,38.521739,1.500068,*C,*C
poly_780,cv_9.csv,9-0-941867643-0,O=C(*)OCCCCCCCCO*,8.059513797377015e-08,150,1.5,100000,172.224,28,4,25833.6,4200,287.088,16,38.7504,39,21,814,101224,38.761905,1.500445,*C,*C
poly_781,cv_9.csv,9-0-538225777-0,O=C(*)OCCSCCN*,2.6811321876810077e-08,150,1.5,100000,147.199,18,4,22079.85,2700,287.088,16,33.119775,33,31,1027,100132,33.129032,1.500419,*C,*C
poly_782,cv_9.csv,9-0-1132300091-0,CC(C)CC(CCO*)CNC(=O)*,1.9534742458579257e-08,150,1.5,100000,171.24,29,4,25686,4350,287.088,16,38.529,39,21,809,104294,38.52381,1.499798,*C,*C
poly_783,cv_9.csv,9-0-478225089-0,CN(CCOC(=O)*)CO*,3.914006057552962e-08,150,1.5,100000,131.131,18,4,19669.65,2700,287.088,16,29.504475,30,32,944,101504,29.5,1.499772,*C,*C
poly_784,cv_9.csv,9-0-246231315-0,CC(CNCCSCCCO*)OC(=O)*,5.4322163599963446e-08,150,1.5,100000,219.306,31,4,32895.9,4650,287.088,16,49.34385,49,19,938,103358,49.368421,1.500747,*C,*C
poly_785,cv_9.csv,9-0-413651261-0,CC(C)CC(NC(=O)*)C(=O)N(C)CCN*,6.472038312474643e-09,150,1.5,100000,213.281,34,4,31992.15,5100,287.088,16,47.988225,48,18,864,105624,48,1.500368,*C,*C
poly_786,cv_9.csv,9-0-485110424-0,C=CC(OC(=O)*)C(=O)OCC(O*)C(C)C,1.923211894961153e-08,150,1.5,100000,214.217,29,4,32132.55,4350,287.088,16,48.198825,48,20,964,102424,48.2,1.500037,*C,*C
poly_787,cv_9.csv,9-0-413604494-0,O=C(*)OCCNCC(O*)C(F)(F)F,2.1170495838505856e-08,150,1.5,100000,199.128,21,4,29869.2,3150,287.088,16,44.8038,45,26,1165,100540,44.807692,1.50013,*C,*C
poly_788,cv_9.csv,9-0-482405405-0,CC(C)CC(NC(=O)*)C(=O)NCCCO*,1.5781725455167885e-08,150,1.5,100000,214.265,33,4,32139.75,4950,287.088,16,48.209625,48,18,868,102988,48.222222,1.500392,*C,*C
poly_789,cv_9.csv,9-0-478224761-0,C=CC(=O)NCC(COC(=O)*)O*,1.3901043285423558e-08,150,1.5,100000,171.152,21,4,25672.8,3150,287.088,16,38.5092,39,27,1040,101690,38.518519,1.500363,*C,*C
poly_790,test.csv,9-0-246352407-0,CC(C)C(CCN(C)CCO*)OC(=O)*,2.3544837116650983e-08,150,1.5,100000,201.266,33,4,30189.9,4950,287.088,16,45.28485,45,18,815,102140,45.277778,1.499766,*C,*C
poly_791,test.csv,9-0-413632249-0,CCC(CO*)C(=O)N(C)CCOC(=O)*,1.3440206865883738e-08,150,1.5,100000,201.222,29,4,30183.3,4350,287.088,16,45.27495,45,20,905,101480,45.25,1.499173,*C,*C
poly_792,test.csv,9-0-413652133-0,CC(CCOC(=O)*)N(C)C(=O)CO*,1.51936582313565e-08,150,1.5,100000,187.195,26,4,28079.25,3900,287.088,16,42.118875,42,22,927,100632,42.136364,1.500623,*C,*C
poly_793,test.csv,9-0-413595319-0,CN(CCCCOC(=O)*)CCO*,5.8151467953271574e-08,150,1.5,100000,173.212,27,4,25981.8,4050,287.088,16,38.9727,39,22,857,102812,38.954545,1.499301,*C,*C
poly_794,test.csv,9-0-428453452-0,O=C(*)OCCOCCN*,3.3387089358535995e-08,150,1.5,100000,131.131,18,4,19669.65,2700,287.088,16,29.504475,30,32,944,101504,29.5,1.499772,*C,*C
poly_795,test.csv,9-0-246216257-0,CCC(CCNC(=O)C(CC)N*)OC(=O)*,9.212136275779656e-09,150,1.5,100000,214.265,33,4,32139.75,4950,287.088,16,48.209625,48,18,868,102988,48.222222,1.500392,*C,*C
poly_796,test.csv,9-0-413671011-0,CC(C)(CNC(=O)CCO*)OC(=O)*,1.289256177306696e-08,150,1.5,100000,187.195,26,4,28079.25,3900,287.088,16,42.118875,42,22,927,100632,42.136364,1.500623,*C,*C
poly_797,test.csv,9-0-1119518672-0,CC=C(NC=N)NCC(CO*)OC(=O)*,4.588781683761206e-09,150,1.5,100000,199.21,27,4,29881.5,4050,287.088,16,44.82225,45,21,941,100106,44.809524,1.499574,*C,*C
poly_798,test.csv,9-0-246427365-0,CC(CN(CCCO*)CC(F)F)OC(=O)*,3.5802589101172505e-08,150,1.5,100000,223.219,30,4,33482.85,4500,287.088,16,50.224275,50,19,954,100764,50.210526,1.499589,*C,*C
poly_799,test.csv,9-0-413666342-0,CCC(CNCCN(C)CCOC(=O)*)O*,4.9324129974179095e-08,150,1.5,100000,216.281,35,4,32442.15,5250,287.088,16,48.663225,49,17,827,102482,48.647059,1.499502,*C,*C
poly_800,test.csv,9-0-246233859-0,CC(NCCCCOC(=O)*)C(C)O*,3.7144727670618313e-08,150,1.5,100000,187.239,30,4,28085.85,4500,287.088,16,42.128775,42,20,843,103488,42.15,1.500756,*C,*C
poly_801,test.csv,9-0-485132906-0,C=CC(C)(CNCC(C)CO*)OC(=O)*,1.7091862713713797e-08,150,1.5,100000,199.25,31,4,29887.5,4650,287.088,16,44.83125,45,19,852,101982,44.842105,1.500363,*C,*C
poly_802,test.csv,9-0-246179872-0,CN(CCCCCN*)CCOC(=O)*,2.8711550486123833e-08,150,1.5,100000,186.255,31,4,27938.25,4650,287.088,16,41.907375,42,19,796,101086,41.894737,1.499548,*C,*C
poly_803,test.csv,9-0-413604935-0,CC(C)CCNC(=O)C(COC(=O)*)N*,6.052877535769307e-09,150,1.5,100000,200.238,30,4,30035.7,4500,287.088,16,45.05355,45,20,901,104416,45.05,1.499882,*C,*C
poly_804,test.csv,9-0-246266723-0,CC(C)(O*)C(=O)NCCCCCOC(=O)*,1.4597392412363224e-08,150,1.5,100000,215.249,32,4,32287.35,4800,287.088,16,48.431025,48,18,872,100352,48.444444,1.500416,*C,*C
poly_805,test.csv,9-0-33213694-0,C=CCN(CCO*)CC(C)OC(=O)*,3.063510250347363e-08,150,1.5,100000,185.223,28,4,27783.45,4200,287.088,16,41.675175,42,21,875,102200,41.666667,1.499694,*C,*C
poly_806,test.csv,9-0-413658704-0,CC(NC(=O)*)C(=O)NC(CO*)CC(F)F,7.836210373073867e-09,150,1.5,100000,222.191,27,4,33328.65,4050,287.088,16,49.992975,50,21,1050,101850,50,1.500211,*C,*C
poly_807,test.csv,9-0-1119521086-0,CCC(CNCC(OC(=O)*)C(=O)OC)N*,1.4460212577641833e-08,150,1.5,100000,216.237,31,4,32435.55,4650,287.088,16,48.653325,49,19,924,103134,48.631579,1.49933,*C,*C
poly_808,test.csv,9-0-1119517426-0,CC(CONC(=O)C(C)CNC(=O)*)N*,8.976013911438636e-09,150,1.5,100000,201.226,29,4,30183.9,4350,287.088,16,45.27585,45,20,906,101496,45.3,1.5008,*C,*C
poly_809,test.csv,9-0-413667703-0,CCN(CCNC(=O)*)CC(CSC)O*,2.4986777234706585e-08,150,1.5,100000,218.322,32,4,32748.3,4800,287.088,16,49.12245,49,18,884,100544,49.111111,1.499654,*C,*C
poly_810,test.csv,9-0-413619757-0,O=C(*)OCC(CO*)NCC=CCl,2.145501304585247e-08,150,1.5,100000,191.614,22,4,28742.1,3300,287.088,16,43.11315,43,26,1121,103736,43.115385,1.500078,*C,*C
poly_811,test.csv,9-0-1119506097-0,COCC(CNCCCO*)OC(=O)*,3.92565090972264e-08,150,1.5,100000,189.211,28,4,28381.65,4200,287.088,16,42.572475,43,21,894,102504,42.571429,1.499963,*C,*C
poly_812,test.csv,9-0-428454127-0,CC(NC(=O)*)C(=O)NC(C(=O)O)C(C)O*,5.415526530581267e-09,150,1.5,100000,216.193,27,4,32428.95,4050,287.088,16,48.643425,49,21,1022,101402,48.666667,1.500717,*C,*C
poly_813,test.csv,9-0-413666863-0,CC(CCCOC(=O)COC(=O)*)O*,3.393211066196903e-08,150,1.5,100000,188.179,25,4,28226.85,3750,287.088,16,42.340275,42,23,974,101834,42.347826,1.500268,*C,*C
poly_814,test.csv,9-0-33213043-0,C=CCOCC(CNCCO*)OC(=O)*,3.1348579972942045e-08,150,1.5,100000,201.222,29,4,30183.3,4350,287.088,16,45.27495,45,20,905,101480,45.25,1.499173,*C,*C
poly_815,test.csv,9-0-13129006-0,O=C(*)OC(CNCCS)CO*,2.2402388907604183e-08,150,1.5,100000,177.225,22,4,26583.75,3300,287.088,16,39.875625,40,26,1037,102392,39.884615,1.500338,*C,*C
poly_816,test.csv,9-0-413596774-0,CCCN(CCOCCO*)CCOC(=O)*,5.4711116774577044e-08,150,1.5,100000,217.265,34,4,32589.75,5100,287.088,16,48.884625,49,18,880,105880,48.888889,1.500131,*C,*C
poly_817,test.csv,9-0-413688754-0,CC(CONC(=O)CC(C)(C)NC(=O)*)N*,6.522674770866895e-09,150,1.5,100000,215.253,32,4,32287.95,4800,287.088,16,48.431925,48,18,872,100352,48.444444,1.500388,*C,*C
poly_818,test.csv,9-0-1132282802-0,O=C(*)OCCCCOCCCCO*,7.988762018550677e-08,150,1.5,100000,188.223,29,4,28233.45,4350,287.088,16,42.350175,42,20,847,100552,42.35,1.499994,*C,*C
poly_819,test.csv,9-0-413639786-0,COCCCN(CCOC(=O)*)CC(C)O*,2.8535541494486913e-08,150,1.5,100000,217.265,34,4,32589.75,5100,287.088,16,48.884625,49,18,880,105880,48.888889,1.500131,*C,*C
poly_820,test.csv,9-0-413611681-0,CC(OC(=O)*)C(=O)OCC(C)(C)CO*,1.0468514904052193e-08,150,1.5,100000,202.206,28,4,30330.9,4200,287.088,16,45.49635,45,21,955,103480,45.47619,1.499335,*C,*C
poly_821,test.csv,9-0-33764539-0,C#CCN(CCO*)CCOC(=O)*,2.746301570503681e-08,150,1.5,100000,169.18,23,4,25377,3450,287.088,16,38.0655,38,25,952,101482,38.08,1.500571,*C,*C
poly_822,test.csv,9-0-413631811-0,CC(CCNC(=O)*)NC(=O)CCN*,1.0873346306094669e-08,150,1.5,100000,185.227,28,4,27784.05,4200,287.088,16,41.676075,42,21,875,102200,41.666667,1.499661,*C,*C
poly_823,test.csv,9-0-538232241-0,CC(C)C(NC(=O)*)C(=O)N(C)CCO*,1.020957419120372e-08,150,1.5,100000,200.238,30,4,30035.7,4500,287.088,16,45.05355,45,20,901,104416,45.05,1.499882,*C,*C
poly_824,test.csv,9-0-413699877-0,CCC(F)C(=O)N(CCN*)CCOC(=O)*,8.100741222073607e-09,150,1.5,100000,218.228,30,4,32734.2,4500,287.088,16,49.1013,49,19,933,100428,49.105263,1.500121,*C,*C
poly_825,test.csv,9-0-370724345-0,C=CC(CO*)NC(=O)*,9.006351652440663e-09,150,1.5,100000,113.116,15,4,16967.4,2250,287.088,16,25.4511,25,38,967,100972,25.447368,1.49978,*C,*C
poly_826,test.csv,9-0-13127275-0,C=CCNC(=O)NCC(CO*)OC(=O)*,9.227519369701984e-09,150,1.5,100000,200.194,26,4,30029.1,3900,287.088,16,45.04365,45,22,991,101656,45.045455,1.50006,*C,*C
poly_827,test.csv,9-0-485083616-0,C=CCCN(CC(C)O*)C(C)COC(=O)*,2.8514818900382284e-08,150,1.5,100000,213.277,34,4,31991.55,5100,287.088,16,47.987325,48,18,864,105624,48,1.500396,*C,*C
poly_828,test.csv,9-0-33222219-0,C=CC(C)(O*)C(=O)NCCOC(=O)*,1.4737001244460023e-08,150,1.5,100000,185.179,24,4,27776.85,3600,287.088,16,41.665275,42,24,1000,102400,41.666667,1.50005,*C,*C
poly_829,test.csv,9-0-1119509643-0,CS(=O)CCNC(=O)C(CN*)OC(=O)*,9.9029206025008e-09,150,1.5,100000,220.25,26,4,33037.5,3900,287.088,16,49.55625,50,22,1090,103240,49.545455,1.499673,*C,*C
poly_830,test.csv,9-0-33764521-0,O=CC(O*)C(C=O)OC(=O)*,1.018168330326792e-08,150,1.5,100000,144.082,14,4,21612.3,2100,287.088,16,32.41845,32,39,1264,102124,32.410256,1.499621,*C,*C
poly_831,test.csv,9-0-1132301291-0,CC(CCOC(=O)*)C(C)(C)O*,2.537094136047274e-08,150,1.5,100000,158.197,25,4,23729.55,3750,287.088,16,35.594325,36,24,854,103664,35.583333,1.499537,*C,*C
poly_832,test.csv,9-0-485085472-0,C=CCCN(CCCOC(=O)*)CCO*,3.2276060024327167e-08,150,1.5,100000,199.25,31,4,29887.5,4650,287.088,16,44.83125,45,19,852,101982,44.842105,1.500363,*C,*C
poly_833,test.csv,9-0-246354162-0,N=C(CO*)NOCCCCCCOC(=O)*,3.8179306736899115e-08,150,1.5,100000,216.237,31,4,32435.55,4650,287.088,16,48.653325,49,19,924,103134,48.631579,1.49933,*C,*C
poly_834,test.csv,9-0-1119517140-0,N=C(CO*)NOCCOCCOC(=O)*,1.9216319438269465e-08,150,1.5,100000,204.182,26,4,30627.3,3900,287.088,16,45.94095,46,22,1011,101976,45.954545,1.500444,*C,*C
poly_835,test.csv,9-0-413621273-0,CC(CO*)CN(C)CCOCCOC(=O)*,5.6652931048342254e-08,150,1.5,100000,217.265,34,4,32589.75,5100,287.088,16,48.884625,49,18,880,105880,48.888889,1.500131,*C,*C
poly_836,test.csv,9-0-413612030-0,CC(O*)C(=O)OCCCNC(=O)*,1.7707374082041386e-08,150,1.5,100000,173.168,23,4,25975.2,3450,287.088,16,38.9628,39,25,974,101834,38.96,1.499892,*C,*C
poly_837,test.csv,9-0-478224760-0,CC(C)OC(=O)C(OC(=O)*)C(O*)C(=O)O,6.7183870817782735e-09,150,1.5,100000,218.161,25,4,32724.15,3750,287.088,16,49.086225,49,23,1129,104314,49.086957,1.500022,*C,*C
poly_838,test.csv,9-0-413690717-0,CC(C)(CO*)C(=O)NCC=CCOC(=O)*,1.2331150268441005e-08,150,1.5,100000,213.233,30,4,31984.95,4500,287.088,16,47.977425,48,19,912,100092,48,1.500706,*C,*C
poly_839,test.csv,9-0-13127337-0,N#CCCOCCNC(CO*)COC(=O)*,3.177807494365284e-08,150,1.5,100000,214.221,29,4,32133.15,4350,287.088,16,48.199725,48,20,964,102424,48.2,1.500009,*C,*C
poly_840,test.csv,9-0-33235610-0,CC(C#N)NC(=O)C(O*)C(C)(C)OC(=O)*,9.618953238230423e-09,150,1.5,100000,212.205,27,4,31830.75,4050,287.088,16,47.746125,48,21,1003,101098,47.761905,1.500496,*C,*C
poly_841,test.csv,9-0-246282573-0,CCN(CC(C)COC(=O)*)C(C)CO*,2.6219959775607962e-08,150,1.5,100000,201.266,33,4,30189.9,4950,287.088,16,45.28485,45,18,815,102140,45.277778,1.499766,*C,*C
poly_842,test.csv,9-0-246173986-0,CCN(CCCCO*)CCOC(=O)*,4.735094392563832e-08,150,1.5,100000,187.239,30,4,28085.85,4500,287.088,16,42.128775,42,20,843,103488,42.15,1.500756,*C,*C
poly_843,test.csv,9-0-478223983-0,O=C(*)OCCNCCOCCO*,4.4284276379760674e-08,150,1.5,100000,175.184,25,4,26277.6,3750,287.088,16,39.4164,39,23,907,100762,39.434783,1.5007,*C,*C
poly_844,test.csv,9-0-33217321-0,C=C(CO*)C(=O)N(C)C(C)COC(=O)*,1.5368190450382466e-08,150,1.5,100000,199.206,27,4,29880.9,4050,287.088,16,44.82135,45,21,941,100106,44.809524,1.499604,*C,*C
poly_845,test.csv,9-0-246230425-0,CC(C)C(CNCC(C)(C)COC(=O)*)O*,1.4331125245108506e-08,150,1.5,100000,215.293,36,4,32293.95,5400,287.088,16,48.440925,48,17,823,104968,48.411765,1.499097,*C,*C
poly_846,test.csv,9-0-413635137-0,COCCN(CC(C)OC(=O)*)C(C)CO*,2.9649222776345842e-08,150,1.5,100000,217.265,34,4,32589.75,5100,287.088,16,48.884625,49,18,880,105880,48.888889,1.500131,*C,*C
poly_847,test.csv,9-0-1119525793-0,CCN(CC(N)=O)C(=O)C(CO*)NC(=O)*,6.460657904944526e-09,150,1.5,100000,215.209,28,4,32281.35,4200,287.088,16,48.422025,48,21,1017,104472,48.428571,1.500203,*C,*C
poly_848,test.csv,9-0-246411356-0,CCCN(CC(COC(=O)*)O*)C(C)CC,1.5946973919837314e-08,150,1.5,100000,215.293,36,4,32293.95,5400,287.088,16,48.440925,48,17,823,104968,48.411765,1.499097,*C,*C
poly_849,test.csv,9-0-33223168-0,C=CC(CO*)NCC(C)(C)OC(=O)*,1.4577655853186034e-08,150,1.5,100000,185.223,28,4,27783.45,4200,287.088,16,41.675175,42,21,875,102200,41.666667,1.499694,*C,*C
poly_850,test.csv,9-0-1119506898-0,CNCCC(=O)NCC(CO*)OC(=O)*,1.2936174047546585e-08,150,1.5,100000,202.21,28,4,30331.5,4200,287.088,16,45.49725,45,21,955,103480,45.47619,1.499306,*C,*C
poly_851,test.csv,9-0-413631415-0,CC(C)C(CNC(=O)CN*)NC(=O)*,8.617059534387377e-09,150,1.5,100000,185.227,28,4,27784.05,4200,287.088,16,41.676075,42,21,875,102200,41.666667,1.499661,*C,*C
poly_852,test.csv,9-0-538226286-0,O=C(*)OCCOCCOCCCN*,5.9164677028891785e-08,150,1.5,100000,189.211,28,4,28381.65,4200,287.088,16,42.572475,43,21,894,102504,42.571429,1.499963,*C,*C
poly_853,test.csv,9-0-428453611-0,O=C(*)NCCOCCOCCOCCO*,6.623736659257855e-08,150,1.5,100000,219.237,32,4,32885.55,4800,287.088,16,49.328325,49,18,888,100608,49.333333,1.500152,*C,*C
poly_854,test.csv,9-0-538233297-0,COCCC(COC(=O)*)N*,2.1198450620164616e-08,150,1.5,100000,145.158,21,4,21773.7,3150,287.088,16,32.66055,33,28,914,102824,32.642857,1.499187,*C,*C
poly_855,test.csv,9-0-1119524284-0,COCC(NC(=O)*)C(=O)NC(C)C(C)N*,7.473850426730439e-09,150,1.5,100000,215.253,32,4,32287.95,4800,287.088,16,48.431925,48,18,872,100352,48.444444,1.500388,*C,*C
poly_856,test.csv,9-0-1132280996-0,CCCC(CCOC(=O)*)O*,3.116188377684797e-08,150,1.5,100000,144.17,22,4,21625.5,3300,287.088,16,32.43825,32,27,876,103116,32.444444,1.500286,*C,*C
poly_857,test.csv,9-0-428455754-0,CNC(CO*)COC(=O)*,1.6566517179037136e-08,150,1.5,100000,131.131,18,4,19669.65,2700,287.088,16,29.504475,30,32,944,101504,29.5,1.499772,*C,*C
poly_858,test.csv,9-0-413612612-0,CC(CCN(C)C(=O)CN*)OC(=O)*,1.3159698653578333e-08,150,1.5,100000,186.211,27,4,27931.65,4050,287.088,16,41.897475,42,22,922,103852,41.909091,1.500416,*C,*C
poly_859,test.csv,9-0-413599047-0,CCC(CNCCOCCOC(=O)*)O*,5.396177489218832e-08,150,1.5,100000,203.238,31,4,30485.7,4650,287.088,16,45.72855,46,19,869,102254,45.736842,1.500272,*C,*C
poly_860,test.csv,9-0-1119509408-0,CC(=CCNC(CO*)COC(=O)*)C(=O)O,1.8437723669615293e-08,150,1.5,100000,215.205,28,4,32280.75,4200,287.088,16,48.421125,48,21,1017,104472,48.428571,1.500231,*C,*C
poly_861,test.csv,9-0-482403751-0,COC(=O)C(C)(CO*)COC(=O)*,2.2064771842928642e-08,150,1.5,100000,174.152,22,4,26122.8,3300,287.088,16,39.1842,39,26,1019,102104,39.192308,1.50031,*C,*C
poly_862,test.csv,9-0-482407073-0,CC(C)(CCC(N*)C(=O)O)NC(=O)*,8.750639572248905e-09,150,1.5,100000,186.211,27,4,27931.65,4050,287.088,16,41.897475,42,22,922,103852,41.909091,1.500416,*C,*C
poly_863,test.csv,9-0-482404153-0,CC(COCCOC(=O)*)OCCO*,4.5423574763271567e-08,150,1.5,100000,190.195,27,4,28529.25,4050,287.088,16,42.793875,43,22,941,104156,42.772727,1.499259,*C,*C
poly_864,test.csv,9-0-13127202-0,C=CC(CO*)NC(=O)COCCOC(=O)*,1.7764056609353587e-08,150,1.5,100000,215.205,28,4,32280.75,4200,287.088,16,48.421125,48,21,1017,104472,48.428571,1.500231,*C,*C
poly_865,test.csv,9-0-413670091-0,O=C(*)NCCN(CCF)CCO*,3.764941350763485e-08,150,1.5,100000,176.191,25,4,26428.65,3750,287.088,16,39.642975,40,23,912,100842,39.652174,1.500348,*C,*C
poly_866,test.csv,9-0-1119525052-0,CNCC(C)NC(=O)CC(CNC(=O)*)O*,1.0139530397558745e-08,150,1.5,100000,215.253,32,4,32287.95,4800,287.088,16,48.431925,48,18,872,100352,48.444444,1.500388,*C,*C
poly_867,test.csv,9-0-413618344-0,CC(CNCCCOCCOC(=O)*)O*,5.0686961994377935e-08,150,1.5,100000,203.238,31,4,30485.7,4650,287.088,16,45.72855,46,19,869,102254,45.736842,1.500272,*C,*C
poly_868,test.csv,9-0-1119507201-0,COC(CNCC(CO*)OC(=O)*)OC,2.097895395107458e-08,150,1.5,100000,205.21,29,4,30781.5,4350,287.088,16,46.17225,46,20,923,101768,46.15,1.499277,*C,*C
poly_869,test.csv,9-0-413676422-0,CC(C)C(OC(=O)*)C(=O)NCC(CF)O*,8.528930183731732e-09,150,1.5,100000,219.212,29,4,32881.8,4350,287.088,16,49.3227,49,20,986,102776,49.3,1.49931,*C,*C
poly_870,test.csv,9-0-413621512-0,CCC(CN(C)CCOCCO*)OC(=O)*,4.9470350912538086e-08,150,1.5,100000,217.265,34,4,32589.75,5100,287.088,16,48.884625,49,18,880,105880,48.888889,1.500131,*C,*C
poly_871,test.csv,9-0-33210662-0,N#CCCN(CCC#N)CC(CO*)OC(=O)*,2.3130836648672053e-08,150,1.5,100000,223.232,29,4,33484.8,4350,287.088,16,50.2272,50,20,1005,103080,50.25,1.500681,*C,*C
poly_872,test.csv,9-0-1119521614-0,CCCC(CNC(COC(=O)*)C(N)=O)O*,8.026726542010029e-09,150,1.5,100000,216.237,31,4,32435.55,4650,287.088,16,48.653325,49,19,924,103134,48.631579,1.49933,*C,*C
poly_873,test.csv,9-0-413687241-0,CC(C)(C)NCC(CNCCOC(=O)*)O*,3.1533977971921595e-08,150,1.5,100000,216.281,35,4,32442.15,5250,287.088,16,48.663225,49,17,827,102482,48.647059,1.499502,*C,*C
poly_874,test.csv,9-0-246283370-0,CC(C)CN(CCO*)CC(C)OC(=O)*,1.4195719451532436e-08,150,1.5,100000,201.266,33,4,30189.9,4950,287.088,16,45.28485,45,18,815,102140,45.277778,1.499766,*C,*C
poly_875,test.csv,9-0-1119514569-0,CC(CNC(=O)*)C(=O)N(C)CCN*,8.001537410399729e-09,150,1.5,100000,185.227,28,4,27784.05,4200,287.088,16,41.676075,42,21,875,102200,41.666667,1.499661,*C,*C
poly_876,test.csv,9-0-538226096-0,O=C(*)OCCOCCCN*,4.868821284602399e-08,150,1.5,100000,145.158,21,4,21773.7,3150,287.088,16,32.66055,33,28,914,102824,32.642857,1.499187,*C,*C
